asset_id,location_id,original_latitude,original_longitude,facility_name,risk_category,suburb
1069,332895,-37.9015507,145.1965543,Caulfield Grammar School - Wheelers Hill Campus,CAT 4,Wheelers Hill
1070,332895,-37.9015507,145.1965543,Caulfield Grammar School Wheelers Hill OSHC-Extend,CAT 4,Wheelers Hill
1071,391180,-38.1734691,144.2668877,Ceres Primary School,CAT 4,Ceres
1072,364530,-38.1433598,145.8780598,Chairo Christian School - Chairo Christian School - Drouin Campus,CAT 4,Drouin
1073,364399,-38.134732,145.8963902,Chairo Christian School - Drouin East Campus,CAT 4,Drouin East
1074,360210,-38.0954401,145.548004,Chairo Christian School - Pakenham Campus,CAT 4,Nar Nar Goon
1075,303138,-38.2084783,146.5511503,Chairo Christian School - Traralgon,CAT 4,Traralgon
1076,303138,-38.2084783,146.5511503,Chairo Christian School - Traralgon Campus,CAT 4,Traralgon
1077,364399,-38.134732,145.8963902,Chairo Kinder - Drouin East,CAT 4,Drouin
1078,360210,-38.0942585,145.5481206,Chairo Kinder - Pakenham,CAT 4,Pakenham
1079,166789,-38.3439072,143.5719845,Champs OSHC Colac VIC,CAT 4,Colac
1080,335971,-36.2716357,143.360546,Charlton College,CAT 4,Charlton
1081,78367,-37.8437895,144.6395492,Child's Play Tarneit West,CAT 4,Tarneit
1082,315533,-38.3032676,144.3413548,Childs Play Torquay,CAT 4,Torquay
1083,36619,-37.874189,144.620367,Child's Play Wyndham Vale,CAT 4,Wyndham Vale
1084,249694,-37.7498987,145.3128685,Chirnside Park Primary School,CAT 4,Chirnside Park
1085,249694,-37.7498987,145.3128685,Chirnside Park PS TheirCare,CAT 4,Chirnside Park
1086,317781,-38.1859543,144.3123142,Christian College Geelong - Middle School – Highton,CAT 4,Highton
1087,323872,-38.2023637,144.3063572,Christian College Geelong - Senior School – Waurn Ponds,CAT 4,Waurn Ponds
1088,401476,-38.3346997,144.2916348,Christian College Geelong - Surf Coast Campus,CAT 4,Jan Juc
1089,36620,-37.8855677,144.6252073,Christway College - Christway College Wyndham,CAT 4,Wyndham Vale
1090,377911,-38.3132465,146.422099,Churchill Central Preschool,CAT 4,Churchill
1091,377910,-38.3043622,146.4172055,Churchill North Primary Before & After School Care,CAT 4,Churchill
1092,377910,-38.3058173,146.4172157,Churchill North Primary School,CAT 4,Churchill
1093,378033,-38.3108439,146.3799486,Churchill Primary School - Hazelwood Estate,CAT 4,Yinnar
1094,303397,-38.0356619,145.3351785,Cire Community School | Cire Training - Cire Community School Berwick Campus,CAT 4,Berwick
1095,271203,-38.1663563,144.5536814,Clifton Springs Primary School,CAT 4,Clifton Springs
1096,460589,-38.0979325,145.8377451,Club House Boot Camp Drouin,CAT 4,Drouin
1097,443194,-37.292142,143.7837573,Clunes & District Preschool Centre,CAT 4,Clunes
1098,446460,-37.2943344,143.7943479,Clunes Primary School,CAT 4,Clunes
1099,303476,-38.1316276,145.3261987,Clyde Primary School,CAT 4,Clyde
1100,303407,-38.1290389,145.3380308,Clyde Secondary College,CAT 4,Clyde
1101,314313,-38.0744067,147.1322174,Cobains Primary School,CAT 4,Cobains
1102,130469,-38.3266161,143.0679948,Cobden Technical School,CAT 4,Cobden
1103,127005,-35.8127483,144.2252061,Cohuna Secondary College,CAT 4,Cohuna
1104,166468,-38.3362466,143.5959681,Colac East Kindergarten,CAT 4,Colac
1105,166789,-38.3439072,143.5719845,Colac South West Primary School,CAT 4,Colac
1106,406983,-36.5919676,144.7985893,Colbinabbin Preschool,CAT 4,Colbinabbin
1107,406983,-36.5897997,144.8015605,Colbinabbin Primary School,CAT 4,Colbinabbin
1108,324017,-37.8483583,145.3054578,Colchester Park Preschool,CAT 4,Boronia
1109,165666,-37.7328011,145.3817059,Coldstream Preschool,CAT 4,Coldstream
1110,165666,-37.7319166,145.3827518,Coldstream Primary School,CAT 4,Coldstream
1111,165666,-37.7319166,145.3827518,Coldstream Primary School OSHC & Early Years,CAT 4,Coldstream
1112,451416,-37.6030336,141.6914222,Coleraine Primary School,CAT 4,Coleraine
1113,359561,-38.1774464,145.9259376,Community College Gippsland Ltd | ECG Secondary College - Community College Gippsland Ltd,CAT 4,Warragul
1114,249696,-37.7511735,145.3656169,Como Park Child Care & Kindergarten,CAT 4,Lilydale
1115,387495,-36.2996534,145.4339399,Congupna Primary School,CAT 4,Congupna
1116,387495,-36.2998356,145.4339287,Congupna PS TheirCare,CAT 4,Congupna
1117,444437,-37.0648618,142.769697,Cooinda Kindergarten,CAT 4,Stawell
1118,331027,-37.8954076,145.3031076,Coonara Community House,CAT 4,Upper Ferntree Gully
1119,164320,-38.270242,143.5184938,Coragulac & District Kindergarten,CAT 4,Coragulac
1120,314085,-38.044222,145.2753908,Coral Drive Kindergarten,CAT 4,Hampton Park
1121,314085,-38.0450232,145.2781204,Coral Park OSHClub,CAT 4,Hampton Park
1122,314085,-38.0450232,145.2781204,Coral Park Primary School,CAT 4,Hampton Park
1123,25648,-38.7094512,146.1958958,Corner Inlet College,CAT 4,Foster
1124,324209,-38.0500202,145.1484288,Cornish College,CAT 4,Bangholme
1125,324209,-38.0500202,145.1484288,Cornish College Early Learning Centre,CAT 4,Bangholme
1126,324209,-38.0500202,145.1484288,Cornish College OSHC - Extend,CAT 4,Bangholme
1127,198250,-36.1936917,147.9118247,Corryong College,CAT 4,Corryong
1128,398395,-36.3745494,146.2984722,Country  Buddies Wangaratta,CAT 4,Wangaratta
1129,239872,-36.254093,144.9484925,Country Kidz Preschool,CAT 4,Tongala
1130,317771,-38.0964941,144.3179264,Covenant College,CAT 4,Bell Post Hill
1131,317771,-38.0964941,144.3179264,Covenant College Kindergarten,CAT 4,Bell Post Hill
1132,367486,-38.0134877,146.6985579,Cowwarr Primary School,CAT 4,Cowwarr
1133,303476,-38.1324972,145.3275273,Cranbourne Daycare & Kindergarten Centre,CAT 4,Clyde
1134,460473,-38.0803512,145.25739,Cranbourne Fitness Solutions Pty Ltd,CAT 4,Cranbourne West
1135,314248,-38.1057627,145.2456976,Cranbourne West Secondary College,CAT 4,Cranbourne West
1136,124815,-37.4226611,144.977702,Creative Garden Early Learning Wallan,CAT 4,Wallan
1137,166788,-38.3411055,143.5686792,Creative Minds Early Years,CAT 4,Colac
1138,446782,-37.4237818,143.8911368,Creswick Primary School,CAT 4,Creswick
1139,446782,-37.4237818,143.8911368,Creswick Primary School OSHC - Extend,CAT 4,Creswick
1140,294166,-38.1560863,145.169578,Cricklewood Child Care Centre,CAT 4,Langwarrin
1141,73962,-38.348209,142.6507116,Cudgee Primary School,CAT 4,Cudgee
1142,451878,-37.5917083,143.9658119,Damascus College - St Brendan's,CAT 4,Dunnstown
1143,312205,-37.9831954,145.2330334,Dandenong High School - Myuna Secondary Teaching Unit,CAT 4,Doveton
1144,374930,-38.1874463,145.9990911,Darnum Primary School,CAT 4,Darnum
1145,374930,-38.1874463,145.9990911,Darnum Primary School Out of School Hours Care,CAT 4,Darnum
1146,255107,-37.7194034,144.6985777,Deanside Kindergarten,CAT 4,Deanside
1147,255107,-37.7214536,144.6977828,Deanside Primary School,CAT 4,Deanside
1148,293911,-38.1822474,145.1205649,Derinya Primary School,CAT 4,Frankston South
1149,293910,-38.17489380000001,145.1215092,Derinya PS TheirCare,CAT 4,Frankston
1150,139531,-37.9475817,143.2196172,Derrinallum Preschool,CAT 4,Derrinallum
1151,305690,-38.1628676,145.3014903,Devon Meadows Primary School,CAT 4,Devon Meadows
1152,305690,-38.1628676,145.3014903,Devon Meadows Primary School Kindergarten,CAT 4,Devon Meadows
1153,305690,-38.1628676,145.3014903,Devon Meadows PS TheirCare,CAT 4,Devon Meadows
1154,122842,-36.370892,144.2121768,Dingee Preschool,CAT 4,Dingee
1155,348507,-37.8429532,144.7356908,Dohertys Creek OSHCLUB,CAT 4,Truganina
1156,348507,-37.8429532,144.7356908,Dohertys Creek P-9 College,CAT 4,Truganina
1157,332451,-36.371015,142.9743184,Donald High School,CAT 4,Donald
1158,270033,-37.7912403,145.1749999,Donvale Early Learning Centre,CAT 4,Donvale
1159,379773,-36.329411,145.6826651,Dookie Primary School,CAT 4,Dookie
1160,379773,-36.3311946,145.6837322,Dookie PS TheirCare,CAT 4,Dookie
1161,369582,-38.1351047,145.8425316,Drouin Holiday Program,CAT 4,Drouin
1162,461963,-38.1378057,145.8559005,Drouin Secondary College,CAT 4,Drouin
1163,436194,-38.1703796,145.826828,Drouin South Primary School,CAT 4,Drouin South
1164,3150,-38.0867889,145.871412,Drouin West Kindergarten,CAT 4,Drouin West
1165,3150,-38.0867889,145.871412,Drouin West Primary School,CAT 4,Drouin West
1166,3150,-38.0867889,145.871412,Drouin West PS TheirCare,CAT 4,Drouin West
1167,375308,-38.0725454,145.5731244,DS Sports,CAT 4,Nar Nar Goon
1168,323752,-38.4303991,145.4888435,DS Sports Bass Valley,CAT 4,Corinella
1169,462070,-38.1453558,145.4238759,DS Sports Cardinia,CAT 4,Cardinia
1170,394467,-38.1083237,145.38423,DS Sports Topirum,CAT 4,Clyde North
1171,295498,-38.083112,145.3521117,DS Sports Turrun Clyde,CAT 4,Clyde North
1172,363968,-37.9640671,146.9704498,Duke Street Children's Centre,CAT 4,Maffra
1173,340329,-37.8927712,147.680159,Eagle Point Primary School,CAT 4,Eagle Point
1174,340329,-37.8927712,147.680159,Eagle Point PS TheirCare,CAT 4,Eagle Point
1175,258085,-37.6339356,144.8725575,Early Education Montessori Centre,CAT 4,Greenvale
1176,173547,-36.6225746,142.4755848,Early Learning Victoria Bani Walup,CAT 4,Murtoa
1177,390714,-36.3721216,144.1425558,East Loddon P-12 College,CAT 4,Dingee
1178,370298,-38.1768346,146.2993444,East Newborough Kindergarten,CAT 4,Newborough
1179,313087,-38.1053111,147.1236191,East Sale Uniting Kindergarten,CAT 4,East Sale
1180,284285,-37.8082176,147.6415133,Eastwood Early Learning Centre and Kindergarten,CAT 4,Eastwood
1181,314031,-38.1409436,145.2927464,Eden Academy Junction Village,CAT 4,Junction Village
1182,188473,-37.0327397,141.3009167,Edenhope College,CAT 4,Edenhope
1183,188473,-37.0401502,141.3037075,Edenhope Early Childhood Service,CAT 4,Edenhope
1184,66839,-37.2349539,145.9069927,Eildon and District Kindergarten,CAT 4,Eildon
1185,66839,-37.2349539,145.9069927,Eildon Primary School,CAT 4,Eildon
1186,156649,-37.5998051,144.889296,Elevation Secondary College,CAT 4,Craigieburn
1187,167401,-38.3611242,143.5845237,Elliminyt Primary School,CAT 4,Elliminyt
1188,167401,-38.3611242,143.5845237,Elliminyt PS TheirCare,CAT 4,Elliminyt
1189,322677,-38.2404362,145.9354903,Ellinbank Primary School,CAT 4,Ellinbank
1190,246618,-37.7170034,145.1464266,Eltham Child Care Co-op Ltd,CAT 4,Eltham
1191,255137,-37.7254953,145.141622,Eltham High School,CAT 4,Eltham
1192,252500,-37.7032393,145.1627272,Eltham Learning Centre for Children,CAT 4,Eltham
1193,255137,-37.7234945,145.1416621,Eltham Leisure Centre,CAT 4,Eltham
1194,252498,-37.6981731,145.1440112,Eltham North Preschool,CAT 4,Eltham
1195,246617,-37.7208187,145.1443593,Eltham Playhouse,CAT 4,Eltham
1196,246618,-37.7151734,145.1476124,Eltham Preschool,CAT 4,Eltham
1197,324151,-38.117451,145.1617983,Elysium OSHC - AlderCt,CAT 4,Frankston North
1198,253769,-37.2489406,144.4452881,Embracia Childcare and Kindergarten,CAT 4,Kyneton
1199,274006,-37.8170275,145.2056397,Emmikins ELC,CAT 4,Mitcham
1200,354105,-37.8601103,144.6570348,Equip Early Learning Centre,CAT 4,Tarneit
1201,324222,-38.1668512,145.152665,Erinwood Preschool,CAT 4,Frankston
1202,103758,-36.7522401,145.5730897,Euroa Kindergarten,CAT 4,Euroa
1203,114993,-36.7591327,145.5629024,Euroa Secondary College,CAT 4,Euroa
1204,58112,-36.4353791,146.5447337,Everton Primary School,CAT 4,Everton
1205,58112,-36.4353791,146.5447337,Everton PS TheirCare,CAT 4,Everton
1206,125672,-37.7446272,144.558806,Exford OSHClub,CAT 4,Exford
1207,125672,-37.7446272,144.558806,Exford Primary School,CAT 4,Exford
1208,32908,-37.8285551,144.6476863,Explorers Early Learning - Mt Cottrell,CAT 4,Mount Cottrell
1209,377911,-38.3132465,146.422099,Federation Children's Centre Churchill,CAT 4,Churchill
1210,317783,-38.2023713,144.3113384,Fernwood Women's Health Club - Waurn Ponds,CAT 4,Waurn Ponds
1211,322805,-38.1365563,145.2042161,First Grammar Gumnut Drive,CAT 4,Langwarrin
1212,24698,-38.6944177,146.0843255,Fish Creek and District Primary School,CAT 4,Fish Creek
1213,24698,-38.6922439,146.0822651,Fish Creek Kindergarten,CAT 4,Fish Creek
1214,24698,-38.6944177,146.0843255,Fish Creek PS TheirCare,CAT 4,Fish Creek
1215,294178,-38.2625864,145.1690101,Flinders Christian Community College - Main Campus,CAT 4,Tyabb
1216,323052,-37.8311551,144.6634072,Future Kids Child Care-West Tarneit,CAT 4,Tarneit
1217,355604,-35.7255388,143.9145006,Gannawarra Shire Children's Centre,CAT 4,Kerang
1218,277798,-38.0872443,145.6741316,Garfield Kindergarten,CAT 4,Garfield
1219,277799,-38.0898832,145.6738689,Garfield Primary School,CAT 4,Garfield
1220,315683,-38.0775839,144.3340759,Geelong Baptist College,CAT 4,Lovely Banks
1221,308111,-38.0692663,144.3975349,Geelong Grammar School - Corio Campus,CAT 4,Corio
1222,284284,-37.8078839,147.6192843,Gippsland Grammar - Bairnsdale Campus,CAT 4,Wy Yung
1223,284284,-37.8097463,147.620453,Gippsland Grammar Early Learning Centre - Wy Yung,CAT 4,Wy Yung
1224,396369,-36.3987739,144.9846201,Girgarre Primary School,CAT 4,Girgarre
1225,364952,-38.1262871,146.5737828,Glengarry Kindergarten,CAT 4,Glengarry
1226,365047,-38.1266443,146.5716376,Glengarry Primary School,CAT 4,Glengarry
1227,252438,-37.6150462,145.0324658,Glowrey Catholic Primary School,CAT 4,Wollert
1228,435728,-37.7704036,142.0412078,Good Shepherd College - Senior Campus,CAT 4,Hamilton
1229,198113,-36.150974,144.7311858,Goodstart Early Learning Echuca,CAT 4,Echuca
1230,265310,-37.7330863,145.1389409,Goodstart Early Learning Eltham,CAT 4,Eltham
1231,114993,-36.7560497,145.5642339,Goodstart Early Learning Euroa,CAT 4,Euroa
1232,324224,-38.1828334,145.1517344,Goodstart Early Learning Frankston South - Stotts Lane,CAT 4,Frankston South
1233,253992,-37.7469449,145.0622864,Goodstart Early Learning Heidelberg,CAT 4,Heidelberg
1234,377963,-38.2387814,146.4019067,Goodstart Early Learning Morwell,CAT 4,Morwell
1235,214997,-36.0885237,145.43218,Goodstart Early Learning Numurkah,CAT 4,Numurkah
1236,322667,-38.1533418,145.9434245,Goodstart Early Learning Warragul - Sutton Street,CAT 4,Warragul
1237,323871,-38.1993545,144.3036946,Goodstart Early Learning Waurn Ponds,CAT 4,Waurn Ponds
1238,156581,-37.5844045,144.1051252,Gordon OHSC,CAT 4,Gordon
1239,156581,-37.5844045,144.1051252,Gordon Primary School,CAT 4,Gordon
1240,434522,-36.719172,141.4573072,Goroke P-12 College,CAT 4,Goroke
1241,409082,-36.7196402,141.4768893,Goroke Preschool,CAT 4,Goroke
1242,112060,-36.3262168,145.4132818,Goulburn Valley Grammar School,CAT 4,Shepparton
1243,196621,-36.1580794,146.8859511,Grace Christian College Wodonga,CAT 4,Leneva
1244,84078,-38.285256,142.5236191,Grasmere Primary School,CAT 4,Grasmere
1245,246579,-37.7062845,144.5613326,Great Beginnings Brookfield,CAT 4,Brookfield
1246,271204,-38.1713143,144.5526936,Great Beginnings Curlewis,CAT 4,Curlewis
1247,197373,-36.1454609,145.6109125,Greater Shepparton Secondary College - Invergordon campus,CAT 4,Invergorden
1248,312204,-37.9665054,145.2409367,Green Kids Early Learning Endeavour Hills,CAT 4,Endeavour Hills
1249,129132,-37.536449,144.9203098,Green Leaves Early Learning Merrifield,CAT 4,Mickleham
1250,315731,-37.9135235,145.2205749,Greenwood Scoresby,CAT 4,Scoresby
1251,314079,-37.9851895,145.2776838,Grow Early Education Narre Warren North,CAT 4,Narre Warren North
1252,322873,-38.1603948,145.195747,Guardian Childcare & Education Langwarrin,CAT 4,Langwarrin
1253,252439,-37.6161252,145.0371709,Guardian Childcare & Education Wollert,CAT 4,Wollert
1254,291052,-37.7596109,145.1800769,Gumnut Gully Preschool,CAT 4,Doncaster East
1255,303912,-38.0992141,147.0752952,Gumnuts Early Learning Centre,CAT 4,Sale
1256,111747,-35.9549147,144.3723447,Gunbower Primary School,CAT 4,Gunbower
1257,171346,-37.5734418,143.7419298,Haddon Community Childcare,CAT 4,Haddon
1258,153597,-37.5885117,143.7198683,Haddon Preschool Centre,CAT 4,Haddon
1259,153597,-37.5877032,143.7218781,Haddon Primary School,CAT 4,Haddon
1260,443079,-37.7262095,141.9952802,Hamilton North Primary School,CAT 4,Hamilton
1261,447733,-37.7271826,142.02262,Hamilton Parklands School,CAT 4,Hamilton
1262,165782,-38.3237767,143.0643976,Hampden P-12 School,CAT 4,Cobden
1263,159308,-38.2402852,142.924851,Hampden P-12 School - Terang Campus,CAT 4,Terang
1264,305601,-37.9758219,145.3169652,Harkaway Hills College,CAT 4,Narre Warren North
1265,163394,-36.4703157,145.141886,Harston Primary School,CAT 4,Harston
1266,423409,-36.7463291,144.2623927,Havilah Road Preschool,CAT 4,Long Gully
1267,374366,-38.2683574,146.4480531,Hazelwood North Primary School,CAT 4,Hazelwood North
1268,354144,-37.8749365,145.253633,Headstart Early Learning Centre Knoxfield,CAT 4,Knoxfield
1269,273028,-37.8385715,145.2329944,Heathmont College,CAT 4,Heathmont
1270,323872,-38.2046653,144.3036009,HEI Schools Waurn Ponds Early Education Centre,CAT 4,Waurn Ponds
1271,163795,-38.2428053,143.9890645,Helen M Kininmonth Kindergarten,CAT 4,Winchelsea
1272,2587,-38.0546699,145.4187473,Heritage College - Officer Campus,CAT 4,Officer
1273,2587,-38.0546699,145.4187473,Heritage College Early Learning Centre,CAT 4,Officer
1274,459995,-37.9818438,146.7844258,Heyfield Primary School,CAT 4,Heyfield
1275,2053,-37.9820193,146.7906027,Heyfield Uniting Kindergarten,CAT 4,Heyfield
1276,285309,-38.0853776,145.3642587,Hillcrest Christian College - Main Campus,CAT 4,Clyde North
1277,285309,-38.0853776,145.3642587,Hillcrest Christian College - Rivercrest Christian College,CAT 4,Clyde North
1278,285309,-38.0853776,145.3642587,Hillcrest Early Learning Centre,CAT 4,Clyde
1279,285309,-38.0853776,145.3642587,Hillcrest OSHClub,CAT 4,Clyde
1280,279434,-37.9670095,145.1485387,Hoa Nghiem Early Learning Centre,CAT 4,Springvale South
1281,279434,-37.9670095,145.1485387,Hoa Nghiem Primary School,CAT 4,Springvale South
1282,322590,-38.0639766,145.5087517,Hollins Children's Centre,CAT 4,Pakenham
1283,276895,-37.9151985,144.7679014,Homestead Senior Secondary College,CAT 4,Point Cook
1284,293909,-38.1701593,145.1215677,Hope Early Learning Centre,CAT 4,Frankston South
1285,417191,-35.7349447,142.3667916,Hopetoun P-12 College,CAT 4,Hopetoun
1286,439245,-36.7107758,142.215573,Horsham Primary School - 298 Campus,CAT 4,Horsham
1287,439159,-36.6976575,142.2046131,Horsham Primary School - Rasmussen Campus,CAT 4,Horsham
1288,425005,-36.7581378,142.1942659,Horsham West and Haven Primary School - Haven Campus,CAT 4,Haven
1289,434453,-36.7169751,142.1792585,Horsham West and Haven Primary School - Horsham West Campus,CAT 4,Horsham
1290,182872,-37.5670312,144.9320836,Hume Anglican Grammar - Mount Ridley Homestead Campus,CAT 4,Mickleham
1291,156664,-37.6054038,145.0702751,I Am Learning,CAT 4,Mernda
1292,315838,-38.288223,146.1794061,In 2 Learn,CAT 4,Thorpdale
1293,284284,-37.8097463,147.620453,In 2 Learn Bairnsdale,CAT 4,Wy Yung
1294,365047,-38.1266443,146.5716376,In 2 Learn Glengarry,CAT 4,Glengarry
1295,322808,-38.1615939,145.2051566,Inspire Early Learning Journey Langwarrin,CAT 4,Langwarrin
1296,314032,-38.1485016,145.2916026,Inspired Early Learning Centre and Kindergarten,CAT 4,Botanic Ridge
1297,350355,-38.1007012,144.0546324,Inverleigh CommunityOSH,CAT 4,Inverleigh
1298,350355,-38.1007012,144.0546324,Inverleigh Primary School,CAT 4,Inverleigh
1299,315524,-38.2204243,144.3541985,Iona College Geelong,CAT 4,Charlemont
1300,315633,-38.2425609,144.3344359,Jenny's ELC Armstrong Creek,CAT 4,Armstrong Creek
1301,323872,-38.2023637,144.3063572,Jenny's ELC Waurn Ponds,CAT 4,Waurn Ponds
1302,329315,-36.1431015,141.9886329,Jeparit Kindergarten,CAT 4,Jeparit
1303,329314,-36.1393847,141.9833354,Jeparit Primary School,CAT 4,Jeparit
1304,314020,-38.0449807,145.2904039,Jindalee Kindergarten,CAT 4,Narre Warren South
1305,408909,-36.6915957,144.31841,Journey Early Learning Centre - Epsom,CAT 4,Epsom
1306,163794,-38.240043,143.9858368,Journey Early Learning Centre Winchelsea,CAT 4,Winchelsea
1307,305687,-38.1331175,145.2954784,Junction Village Early Education,CAT 4,Junction Village
1308,358458,-36.3771244,141.2461841,Kaniva College,CAT 4,Kaniva
1309,264992,-37.7773844,145.2509866,Kardinia Child Care Centre,CAT 4,Warranwood
1310,323854,-38.0423079,144.3065376,Kardinia International College - Kardinia Grove,CAT 4,Moorabool
1311,142587,-36.0775391,145.6855405,Katamatite and District Multipurpose Children's Centre,CAT 4,Katamatite
1312,142587,-36.0766853,145.6847061,Katamatite Primary School,CAT 4,Katamatite
1313,227511,-36.2259075,145.5611747,Katandra West Kindergarten,CAT 4,Katandra West
1314,227511,-36.2250734,145.5609694,Katandra West Primary School,CAT 4,Katandra West
1315,227511,-36.2250734,145.5609694,Katandra West PS TheirCare,CAT 4,Katandra West
1316,182018,-37.5856301,141.406159,Kathleen Millikan Centre,CAT 4,Casterton
1317,121571,-35.9973877,145.4550839,Katunga Primary School,CAT 4,Katunga
1318,246593,-37.7153932,144.8229067,Keilor Gatehouse,CAT 4,Keilor
1319,36620,-37.8855677,144.6252073,Kelly Club Christway College - Wyndham,CAT 4,Wyndham Vale
1320,315640,-38.3029052,144.3324432,Kelly Club Lisieux Catholic Primary School,CAT 4,Torquay
1321,162602,-36.9052919,145.2366312,Kelly Club OSHC Avenel Primary School,CAT 4,Avenel
1322,391180,-38.1734691,144.2668877,Kelly Club OSHC Ceres Primary School,CAT 4,Ceres
1323,330252,-38.2417236,144.1768294,Kelly Club OSHC Moriac Primary School,CAT 4,Moriac
1324,308174,-38.015037,144.3907004,Kelly Club OSHC St Anthony's Catholic Primary School,CAT 4,Lara
1325,254518,-37.7338523,144.5721042,Kelly Club OSHC St Lawrence of Brindisi Catholic Primary School,CAT 4,Weir Views
1326,271206,-38.1897151,144.5556585,Kelly Club OSHC St Thomas Primary School,CAT 4,Drysdale
1327,355605,-35.7296857,143.913373,Kerang Christian College,CAT 4,Kerang
1328,158471,-36.4524838,145.430789,Kialla Central Primary School,CAT 4,Kialla
1329,158471,-36.4524838,145.430789,Kialla Central PS TheirCare,CAT 4,Kialla
1330,133186,-36.4663334,145.3898141,Kialla West Primary School,CAT 4,Kialla West
1331,133186,-36.4663334,145.3898141,Kialla West Primary School OSHC,CAT 4,Kialla West
1332,182796,-37.5686064,144.6958455,Kiddie Cove Early Learning Centre Sunbury,CAT 4,Sunbury
1333,459995,-37.9802048,146.7861675,Kids House,CAT 4,Heyfield
1334,235428,-36.1095599,146.8543646,Kids on Campus,CAT 4,Wodonga
1335,324151,-38.1117462,145.1593563,Kids Paradise Childcare Pty Ltd,CAT 4,Carrum Downs
1336,67277,-36.4415415,146.3600611,Kidz Bizz Oxley Primary School OSHC,CAT 4,Oxley
1337,241880,-36.2512743,147.0346222,Kiewa Valley Kids,CAT 4,Tangambalanga
1338,241880,-36.2509933,147.0385914,Kiewa Valley Primary School,CAT 4,Tangambalanga
1339,241880,-36.2509933,147.0385914,Kiewa Valley Primary School Combined Out of School Hour Care,CAT 4,Tangambalanga
1340,67932,-37.2961806,144.9475756,Kilmore Primary School,CAT 4,Kilmore
1341,314077,-37.9694217,145.2796471,KindyTown Endeavour Hills Early Learning Centre,CAT 4,Endeavour Hills
1342,156659,-37.610364,145.0163949,Kirrip Kindergarten- YMCA Wollert East,CAT 4,Wollert
1343,339275,-37.8830709,145.2517125,Knox Park Primary School,CAT 4,Knoxfield
1344,9453,-38.5156492,145.7128947,Kongwak Primary School,CAT 4,Kongwak
1345,315387,-38.214554,144.3680147,Kool Kidz Charlemont,CAT 4,Charlemont
1346,265126,-37.6427026,144.8799584,Kool Kidz Greenvale,CAT 4,Greenvale
1347,18259,-38.5479651,145.9438044,Koonwarra Village School,CAT 4,Koonwarra
1348,261707,-37.6214369,145.0247973,Korin Korin Kindergarten,CAT 4,Wollert
1349,41989,-38.2932553,142.3689136,Koroit & District School TheirCare,CAT 4,Koroit
1350,41989,-38.2932553,142.3689136,Koroit And District Primary School,CAT 4,Koroit
1351,274211,-38.4449193,145.804316,Korumburra Secondary College,CAT 4,Korumburra
1352,461188,-38.1874662,145.0752642,Kunyung Primary School,CAT 4,Mount Eliza
1353,377910,-38.308388,146.4210986,Kurnai College - Churchill Campus,CAT 4,Churchill
1354,374582,-38.3120128,146.4276025,Kurnai College - University Campus,CAT 4,Churchill
1355,331243,-38.055695,145.4481289,Kuyim Primary School,CAT 4,Pakenham
1356,377962,-38.2294202,146.4003845,Kylie Early Learning Centre,CAT 4,Morwell
1357,253768,-37.2481829,144.4441223,Kyneton High School - Macedon Ranges Satellite VCAL,CAT 4,Kyneton
1358,136165,-37.7242991,142.8342458,Lake Bolac & District Kindergarten,CAT 4,Lake Bolac
1359,136164,-37.7200287,142.839079,Lake Bolac College,CAT 4,Lake Bolac
1360,182589,-36.3126623,145.1327508,Lancaster Primary School,CAT 4,Lancaster
1361,305476,-38.0165419,144.4107627,Lara Primary School,CAT 4,Lara
1362,305476,-38.0165419,144.4107627,Lara PS TheirCare,CAT 4,Lara
1363,305476,-38.0178276,144.4112689,Lara Secondary College,CAT 4,Lara
1364,364537,-38.204847,145.8804364,Lardner and District Primary School,CAT 4,Lardner
1365,303137,-38.2014546,146.551153,Latrobe Special Developmental School,CAT 4,Traralgon
1366,354139,-37.8684627,145.1879698,Legend Park Kindergarten,CAT 4,Glen Waverley
1367,100512,-35.9097772,144.3023755,Leitchville Primary School,CAT 4,Leitchville
1368,2717,-38.4786842,145.959441,Leongatha PS TheirCare,CAT 4,Leongatha
1369,2717,-38.4786842,145.959441,Leongatha Secondary College,CAT 4,Leongatha
1370,297403,-38.1866054,144.4555852,Leopold World of Learning,CAT 4,Leopold
1371,348441,-37.9690652,144.1351777,Lethbridge CommunityOSH,CAT 4,Lethbridge
1372,348441,-37.9690652,144.1351777,Lethbridge Primary School,CAT 4,Lethbridge
1373,305620,-38.1382199,145.3073482,Lighthouse Christian College Cranbourne - Main Campus,CAT 4,Cranbourne
1374,57006,-37.6903836,144.6104263,Lil' Angels Early Learning Centre,CAT 4,Melton
1375,269781,-37.7998315,147.4563279,Lindenow & District Kindergarten,CAT 4,Lindenow
1376,269781,-37.8011234,147.4543241,Lindenow Primary School - Lindenow Campus,CAT 4,Lindenow
1377,290968,-37.7760866,147.3819385,Lindenow Primary School - Woodglen Campus,CAT 4,Woodglen
1378,275872,-37.8267166,147.4332248,Lindenow South Primary School,CAT 4,Lindenow South
1379,315640,-38.3032274,144.3322447,Lisieux Catholic Primary School,CAT 4,Torquay North
1380,139881,-37.9549426,143.3419717,Lismore Preschool,CAT 4,Lismore
1381,139881,-37.9547999,143.3391713,Lismore Primary School,CAT 4,Lismore
1382,304139,-38.2671761,145.0147149,Little Acorns Childcare Mount Martha,CAT 4,Mount Martha
