asset_id,location_id,original_latitude,original_longitude,facility_name,risk_category,suburb
446,309132,-35.1701845,141.8109878,Mallee Minors Child Care Centre - Underbool,CAT 3,Underbool
447,283654,-37.1869591,144.3872239,Malmsbury Primary School,CAT 3,Malmsbury
448,283654,-37.1869591,144.3872239,Malmsbury Primary School (OSHC),CAT 3,Malmsbury
449,324361,-35.0570973,142.8820266,Manangatang & District Preschool,CAT 3,Manangatang
450,324361,-35.0562707,142.8851538,Manangatang P-12 College,CAT 3,Manangatang
451,184905,-37.4850216,144.5812366,Manna Gum Family and Children’s Centre,CAT 3,Gisborne
452,425927,-36.7240566,144.2175147,Marist College Bendigo,CAT 3,Maiden Gully
453,291274,-37.7959702,148.5390937,Marlo Primary School,CAT 3,Marlo
454,172538,-36.6767175,142.8693058,Marnoo Primary School,CAT 3,Marnoo
455,431639,-36.7351988,144.1356861,Marong Primary School,CAT 3,Marong
456,188978,-37.4324185,142.8583098,Maroona Primary School,CAT 3,Maroona
457,171287,-37.0416733,143.7230709,Maryborough Education Centre - Balaclava Road Campus,CAT 3,Maryborough
458,171287,-37.0416733,143.7230709,Maryborough Education Centre - Beckworth Campus,CAT 3,Maryborough
459,171287,-37.0416733,143.7230709,Maryborough Education Centre TheirCare,CAT 3,Maryborough
460,133314,-37.5117599,145.749032,Marysville and District Kindergarten Association Inc,CAT 3,Marysville
461,133314,-37.5117599,145.749032,Marysville Primary School,CAT 3,Marysville
462,347249,-37.9121755,145.3603632,Mater Christi College,CAT 3,Belgrave
463,208249,-37.9058174,145.3412613,Mayfield Early Education Tecoma,CAT 3,Tecoma
464,440246,-36.9240152,146.2790219,McClelland Secondary College - Camp Mahaikah,CAT 2,Tolmie
465,295057,-37.9518369,147.6694593,Melbourne Grammar School - Camp Dowd,CAT 3,Banksia Peninsula
466,124768,-37.418487,144.4386808,Melbourne Grammar School - Robert Knox Camp,CAT 3,Ashbourne
467,249653,-37.7483908,145.643085,Melbourne High School - Millgrove Outdoor Education Centre,CAT 2,Millgrove
468,322830,-38.3601878,145.2014266,Melbourne Sports Institute - Crib Point,CAT 3,Crib Point
469,133314,-37.5117599,145.749032,Melbourne Sports Institute - Marysville,CAT 3,Marysville
470,158901,-37.9174145,145.3939599,Menzies Creek Primary School,CAT 2,Menzies Creek
471,158901,-37.9174145,145.3939599,Menzies Creek PS TheirCare,CAT 2,Menzies Creek
472,448471,-37.7067878,141.5484196,Merino Consolidated School,CAT 3,Merino
473,55299,-38.3016355,142.5578081,Merri Kindergarten,CAT 3,Purnim West
474,457982,-37.1030138,146.2571567,Merrijig Primary School,CAT 3,Merrijig
475,246617,-37.7137313,145.1348768,Meruka Child Care Centre,CAT 3,Eltham
476,189043,-37.4806113,149.8195386,Methodist Ladies' College - Mallacoota Campus,CAT 1,Mallacoota
477,353998,-37.882985,147.8528346,Metung Primary School,CAT 2,Metung
478,196606,-36.156305,146.7251716,Middle Indigo Primary School,CAT 3,Indigo Valley
479,133278,-37.5051299,145.314645,Middle Kinglake Primary School,CAT 2,Kinglake Central
480,133278,-37.5055601,145.3157197,Middle Kinglake Primary School Combined OSHC,CAT 2,Kinglake Central
481,233618,-34.3886015,141.5974202,Shine Bright Millewa Kindergarten,CAT 3,Werrimull
482,249654,-37.7514554,145.6494853,Millgrove Preschool & Maternal Child Health Centre,CAT 3,Millgrove
483,249654,-37.7525093,145.6502096,Millwarra Primary School - Millgrove Campus,CAT 3,Millgrove
484,264592,-37.7419237,145.7355747,Millwarra Primary School - Warburton East Campus,CAT 3,East Warburton
485,274065,-38.4015717,146.1555584,Mirboo North Early Learning Centre,CAT 3,Mirboo North
486,274064,-38.3936626,146.1527459,Mirboo North Primary School,CAT 3,Mirboo North
487,274065,-38.4005713,146.150418,Mirboo North PS TheirCare,CAT 3,Mirboo North
488,274065,-38.401713,146.1476172,Mirboo North Secondary College,CAT 3,Mirboo North
489,406721,-36.5330769,147.379461,Mitta Mitta Primary School,CAT 2,Mitta Mitta
490,158896,-37.8764716,145.4007223,Monbulk Aquatic Centre,CAT 3,Monbulk
491,337671,-37.8843955,145.4273819,Monbulk College,CAT 2,Monbulk
492,158594,-37.8764109,145.4104584,Monbulk OSHClub,CAT 3,Monbulk
493,158594,-37.8758425,145.4095341,Monbulk Preschool,CAT 3,Monbulk
494,158594,-37.8764109,145.4104584,Monbulk Primary School,CAT 3,Monbulk
495,278896,-38.3661976,144.9946727,Monterosso Early Learning,CAT 3,Red Hill
496,208238,-37.809643,145.3426934,Montrose Preschool,CAT 3,Montrose
497,208238,-37.807752,145.3439732,Montrose Primary School,CAT 3,Montrose
498,208238,-37.8089809,145.3452473,Montrose PS TheirCare,CAT 3,Montrose
499,80140,-36.3724075,145.2342372,Mooroopna North Primary School,CAT 3,Mooroopna
500,80140,-36.3724075,145.2342372,Mooroopna North PS TheirCare,CAT 3,Mooroopna North
501,64235,-38.0863244,142.8112004,Mortlake College TheirCare,CAT 3,Mortlake
502,64235,-38.0863244,142.8112004,Mortlake P-12 College,CAT 3,Mortlake
503,426772,-36.7428223,147.1690719,Mount Beauty Primary School,CAT 3,Mount Beauty
504,426772,-36.7428223,147.1690719,Mount Beauty Primary School OSHC,CAT 3,Mount Beauty
505,426772,-36.7414712,147.167311,Mount Beauty Secondary College,CAT 3,Mount Beauty
506,452223,-37.6072245,143.8769197,Mount Clear College,CAT 2,Mount Clear
507,448707,-37.596841,143.8677939,Mount Clear Primary School,CAT 3,Mount Clear
508,292380,-37.8300655,145.362334,Mount Dandenong Primary School,CAT 2,Mount Dandenong
509,292380,-37.8300655,145.362334,Mount Dandenong Primary School (OSHC),CAT 2,Mount Dandenong
510,253057,-37.6282894,144.1019888,Mount Edgerton OSHClub,CAT 2,Mount Edgertton
511,253057,-37.628123,144.1023253,Mount Egerton Primary School,CAT 2,Mount Egerton
512,294506,-38.18799,145.100165,Mount Eliza North Primary School,CAT 3,Mount Eliza
513,284431,-37.7993913,145.3676999,Mount Evelyn Christian School Kindergarten,CAT 3,Mount Evelyn
514,284431,-37.7993913,145.3676999,Mount Evelyn Christian School/Ranges TEC - Mount Evelyn Christian School,CAT 3,Mount Evelyn
515,165395,-37.7907206,145.3894112,Mount Evelyn Primary School,CAT 3,Mount Evelyn
516,165395,-37.7907206,145.3894112,Mount Evelyn Primary School Combined OSHC,CAT 3,Mount Evelyn
517,147382,-37.7762862,145.5318904,Mount Evelyn Primary School Combined OSHC,CAT 3,Woori Yallock
518,114335,-37.4048101,144.5836461,Mount Macedon Primary School,CAT 1,Mount Macedon
519,304140,-38.2694317,145.0114971,Mount Martha House Kindergarten,CAT 3,Mount Martha
520,463590,-38.2678217,145.0189987,Mount Martha Kindergarten,CAT 3,Mount Martha
521,304140,-38.2755396,145.0140688,Mount Martha Primary School,CAT 3,Mount Martha
522,136812,-37.3010915,142.767601,Moyston Primary School,CAT 3,Moyston
523,136812,-37.3010915,142.767601,Moyston Primary School OSHC,CAT 3,Moyston
524,448708,-37.6075083,143.8682205,Mt Clear Community Kindergarten,CAT 3,Mount Clear
525,292380,-37.8300655,145.362334,Mt Dandenong Preschool,CAT 2,Mount Dandenong
526,158886,-37.7815344,145.3933762,Mt Evelyn Early Learning Centre,CAT 3,Mount Evelyn
527,165672,-37.7846608,145.3792772,Mt Evelyn Memorial Preschool,CAT 3,Mount Evelyn
528,463595,-38.2747165,145.0178094,Mt Martha Primary School Out of School Hours Care Program,CAT 3,Mount Martha
529,361884,-35.2665321,141.1760412,Murrayville Community College,CAT 3,Murrayville
530,426857,-36.7378417,146.3180065,Myrrhee OSH,CAT 1,Myrrhee
531,426857,-36.7378416,146.3180065,Myrrhee Primary School,CAT 1,Myrrhee
532,146710,-34.4736,142.3572303,Nangiloc & District Kindergarten,CAT 3,Nangiloc
533,146710,-34.4742689,142.3579813,Nangiloc Colignan and District Primary School,CAT 3,Nangiloc
534,146710,-34.4742689,142.3579813,Nangiloc Colignan and District Primary School Council,CAT 3,Nangiloc
535,374748,-38.2619385,146.2317573,Narracan Primary School,CAT 3,Narracan
536,449553,-36.942176,143.4682387,Natte Yallock Primary School,CAT 3,Natte Yallock
537,415395,-36.9004474,143.1139638,Navarre Primary School,CAT 3,Navarre
538,377466,-37.9219891,145.9506978,Neerim District Rural Primary School,CAT 3,Nayook
539,247554,-37.6702708,145.1543415,Ness Reserve Pre-school,CAT 3,Diamond Creek
540,70637,-37.3126556,144.5942731,Newham Primary School,CAT 3,Newham
541,260793,-37.736141,148.4336134,Newmerella Primary School,CAT 3,Newmerella
542,129030,-37.1065323,144.0605122,Newstead Preschool,CAT 3,Newstead
543,129030,-37.1059399,144.0668192,Newstead Primary School,CAT 3,Newstead
544,291689,-37.8205808,147.7770013,Nicholson Primary School,CAT 3,Nicholson
545,291687,-37.8161186,147.7481451,Nicholson PS TheirCare,CAT 3,Nicholson
546,284510,-37.793955,145.1794728,Nido Early School Donvale,CAT 3,Donvale
547,208238,-37.8095164,145.3442679,Nido Early School Montrose,CAT 3,Montrose
548,67197,-37.3510761,144.5367094,Nido Early School Woodend,CAT 3,Woodend
549,337655,-37.8438785,144.2821152,Northern Bay P-12 College - Staughton Vale Outdoor Education Centre,CAT 2,Staughton Vale
550,351291,-37.8664945,147.8877185,Nungurner Primary School,CAT 2,Nungurner
551,247554,-37.6749232,145.1543597,Occasional Child Care Centre Diamond Creek,CAT 3,Diamond Creek
552,345368,-37.8528149,145.3656904,Olinda Primary School,CAT 2,Olinda
553,243048,-37.0882235,144.2052057,Olivet Christian College,CAT 3,Campbells Creek
554,254465,-37.1009666,147.5939827,Omeo Primary School,CAT 2,Omeo
555,322831,-38.3691623,145.2073222,One Tree Defence Childcare Unit Cerberus,CAT 3,Crib Point
556,186793,-37.0012311,145.0332133,One Tree Defence Childcare Unit Puckapunyal,CAT 3,Puckapunyal
557,186793,-37.0016289,145.0332139,One Tree Puckapunyal Kindergarten,CAT 3,Puckapunyal
558,413343,-36.7816332,144.2282227,OneSchool Global Vic - Bendigo Centre,CAT 3,Kangaroo Flat
559,147382,-37.7770418,145.5296845,Only About Children Woori Yallock,CAT 3,Woori Yallock
560,379615,-36.3174909,146.8927004,Osbornes Flat Primary School,CAT 2,Osbornes Flat
561,67162,-37.3450689,144.1412599,OSHC @ DPS,CAT 3,Daylesford
562,243049,-37.0930164,144.2046752,OSHC Adventures (Campbells Creek),CAT 3,Campbells Creek
563,67801,-36.8417182,144.3879697,OSHC Adventures (Eppalock PS),CAT 3,Axe Creek
564,414165,-36.7048956,144.3141938,OSHC Adventures (Epsom),CAT 3,Epsom
565,152384,-37.0823876,144.26111,OSHC Adventures Chewton,CAT 2,Chewton
566,265325,-37.0030548,144.2566765,OSHC Adventures Harcourt Valley PS,CAT 3,Harcourt
567,129017,-36.9947145,144.0666709,OSHC Adventures Maldon,CAT 3,Maldon
568,360195,-37.9526523,145.551714,OSHClub Gembrook,CAT 3,Gembrook
569,152349,-36.7742902,144.2786901,OSHClub Quarry Hill,CAT 3,Quarry Hill
570,284557,-37.141435,144.3510898,OSHClub Taradale,CAT 3,Taradale
571,178696,-38.6815925,143.3815983,Otway Kids OSHC,CAT 1,Lavers Hill
572,420826,-36.8039996,147.2251125,Outdoor School - Bogong Campus,CAT 2,Bogong
573,408363,-36.6737843,146.26101,Outdoor School - Fifteen Mile Creek Campus,CAT 2,Greta South
574,300173,-35.0651345,142.321055,Ouyen P-12 College,CAT 3,Ouyen
575,300173,-35.0687612,142.314621,Ouyen Preschool,CAT 3,Ouyen
576,314790,-38.375047,144.9064175,Padua College - Padua College - Rosebud Campus,CAT 3,Rosebud
577,265145,-37.6416403,145.2403383,Panton Hill Playhouse,CAT 3,Panton Hill
578,258105,-37.6407237,145.2399861,Panton Hill Preschool,CAT 3,Panton Hill
579,258105,-37.6411216,145.239209,Panton Hill Primary School,CAT 3,Panton Hill
580,258105,-37.6414202,145.2397353,Panton Hill PS TheirCare,CAT 3,Panton Hill
581,461270,-38.1897848,145.1277219,Paratea Preschool,CAT 3,Frankston
582,264989,-37.7775433,145.2135843,Park Orchards Community House & Learning Centre,CAT 3,Park Orchards
583,270039,-37.7894103,145.235687,Park Orchards Kindergarten,CAT 3,Park Orchards
584,264989,-37.779993,145.2151747,Park Orchards Primary School,CAT 3,Park Orchards
585,264989,-37.779993,145.2151747,Park Orchards PS TheirCare,CAT 3,Park Orchards
586,275041,-38.1987006,145.0909635,Peninsula Grammar,CAT 3,Mt Eliza
587,275041,-38.2012782,145.0933096,Peninsula Grammar School OSHC- Extend,CAT 3,Mount Eliza
588,306801,-38.3857964,144.9257396,Peninsula Sands Preschool,CAT 3,Rosebud
589,304148,-38.3415569,145.0110813,Peninsula Specialist College,CAT 3,Dromana
590,304148,-38.3415569,145.0110813,Peninsula Specialist College TheirCare,CAT 3,Dromana
591,106300,-37.2223566,145.8603578,Penleigh & Essendon Grammar - Eildon Camp,CAT 3,Eildon
592,85818,-36.8598466,145.7360024,Peranbin Primary College - Strathbogie Campus,CAT 3,Strathbogie
593,303436,-38.3832349,145.3330141,Perseverance Primary School,CAT 2,French Island
594,319624,-38.2735186,144.622329,Point Lonsdale Primary School,CAT 3,Point Lonsdale
595,414358,-37.2481848,142.7164583,Pomonal Primary School,CAT 2,Pomonal
596,191889,-37.1923886,142.60872,Pomonal Primary School (OSHC),CAT 2,Pomonal
597,408821,-36.6994327,146.9114167,Porepunkah Primary School,CAT 3,Porepunkah
598,176040,-38.6155275,143.002585,Port Campbell Recreation Reserve,CAT 3,Port Campbell
599,67351,-37.1088263,146.3629009,Princes Hill Secondary College - Mirrimbah Country Centre,CAT 2,Mirrimbah
600,186793,-37.0024047,145.0358472,Puckapunyal Primary School,CAT 3,Puckapunyal
601,263715,-37.1239067,144.8581654,Pyalong Preschool,CAT 3,Pyalong
602,263714,-37.1170228,144.8578049,Pyalong Primary School,CAT 3,Pyalong
603,263714,-37.1170228,144.8578049,Pyalong Primary School Before & After School Care,CAT 3,Pyalong
604,152349,-36.7749287,144.2803957,Quarry Hill Primary School,CAT 3,Quarry Hill
605,138701,-37.6543706,145.5243928,Queens Park Kindergarten,CAT 3,Healesville
606,280963,-37.9647126,146.393243,Rawson Primary School,CAT 1,Rawson
607,246706,-37.0687591,144.2015335,Ray Street Children's Centre,CAT 3,Castlemaine
608,122860,-36.5389886,144.2052543,Raywood Primary School,CAT 3,Raywood
609,171131,-38.4847508,142.972653,Ready Set Go,CAT 3,Timboon
610,278896,-38.3671066,144.9963275,Red Hill Consolidated School,CAT 3,Red Hill
611,278896,-38.3671066,144.9963275,Red Hill Consolidated TheirCare,CAT 3,Red Hill
612,304151,-38.3698995,145.0121848,Red Hill Memorial Preschool,CAT 3,Red Hill
613,142072,-37.0194838,144.5304529,Redesdale Mia Mia Primary School,CAT 3,Redesdale
614,109467,-37.6594853,145.5132499,Robyn Jane Children's Centre Inc,CAT 3,Healesville
615,444490,-37.0492148,143.7362866,Roseberry House Early Learning Centre Maryborough,CAT 3,Maryborough
616,314789,-38.3737856,144.908271,Rosebud Early Learning Centre,CAT 3,Rosebud
617,330402,-37.9032069,145.9219897,Rubicon Outdoor School - Nayook Campus,CAT 1,Nayook
618,74662,-37.2951816,145.821579,Rubicon Outdoor School - Thornton Campus,CAT 3,Thornton
619,151706,-36.5878185,145.0156653,Rushworth Kindergarten & Child Care,CAT 3,Rushworth
620,151706,-36.5846166,145.0155435,Rushworth P-12 College,CAT 2,Rushworth
621,247555,-37.6723224,145.1591405,Sacred Heart Catholic Primary School - VillageOSHC,CAT 3,Diamond Creek
622,247555,-37.6723224,145.1591405,Sacred Heart School,CAT 3,Diamond Creek
623,208238,-37.8090316,145.3383824,Sarah Court Preschool,CAT 3,Montrose
624,207608,-37.8623726,145.3543006,Sassafras Preschool,CAT 2,Sassafras
625,207608,-37.8608983,145.3543934,Sassafras Primary School,CAT 2,Sassafras
626,207608,-37.8608983,145.3543934,Sassafras PS TheirCare,CAT 2,Sassafras
627,455376,-37.0406212,147.3088417,School for Student Leadership - Alpine School Campus,CAT 1,Dinner Plain
628,277995,-37.7623111,145.5852716,School for Student Leadership - Don Valley Campus,CAT 3,Don Valley
629,156484,-38.1583747,142.9534606,School for Student Leadership - Gnurad Gundidj Campus,CAT 3,Noorat
630,22811,-37.7954964,148.6209657,School for Student Leadership - Snowy River Campus,CAT 2,Marlo
631,123117,-37.4003074,144.8936518,SchoolsOUT Darraweit Guim,CAT 3,Darraweit Guim
632,89280,-37.3479146,144.6194041,SchoolsOUT! Hesket Primary,CAT 2,Hesket
633,115412,-37.4569303,144.5974238,SchoolsOUT! Holy Cross Primary,CAT 3,New Gisborne
634,77170,-37.2745843,144.7274093,SchoolsOUT! Lancefield Primary,CAT 3,Lancefield
635,114335,-37.4048101,144.5836461,SchoolsOUT! Mt Macedon,CAT 1,Mount Macedon
636,70637,-37.3126556,144.5942731,SchoolsOUT! Newham Primary,CAT 3,Newham
637,56259,-37.3248674,144.4092169,SchoolsOUT! Tylden,CAT 3,Tylden
638,152413,-37.589567,145.4881755,Scotch College - Chum Creek Campus,CAT 2,Chum Creek
639,165686,-37.9125504,145.3727716,Selby Community House,CAT 2,Selby
640,165687,-37.9139236,145.3702064,Selby Preschool,CAT 2,Selby
641,347249,-37.9107337,145.3664202,Selby Primary School,CAT 2,Selby
642,276673,-37.7773618,145.4577095,Seville Preschool,CAT 3,Seville
643,276674,-37.7726581,145.4648691,Seville Primary School,CAT 3,Seville
644,276674,-37.7726581,145.4648691,Seville PS TheirCare,CAT 3,Seville
645,207608,-37.8676648,145.3494719,Sherbrooke Community School,CAT 2,Sassafras
646,156718,-37.9021585,145.3310176,Sherbrooke Family and Children's Centre,CAT 3,Upwey
647,258790,-36.9226758,144.7080152,Shine Bright Heathcote Kindergarten,CAT 3,Heathcote
648,409245,-36.6654387,144.3344245,Shine Bright Huntly Kindergarten,CAT 3,Huntly
649,420865,-36.7727955,144.3083854,Shine Bright Kennington Kindergarten,CAT 3,Bendigo
650,419237,-36.7591085,144.229863,Shine Bright Maiden Gully Early Years Hub,CAT 3,Maiden Gully
651,431639,-36.7344447,144.1283752,Shine Bright Marong Kindergarten,CAT 3,Marong
652,403903,-36.7956436,144.2853483,Shine Bright Spring Gully Kindergarten,CAT 3,Spring Gully
653,403907,-36.8020006,144.3516649,Shine Bright Strathfieldsaye Kindergarten,CAT 3,Strathfieldsaye
654,324299,-35.2914249,143.4522562,Shine Bright Woorinen South Kindergarten,CAT 3,Woorinen South
655,305601,-37.9729282,145.3182294,Sidrah Gardens School,CAT 3,Narre Warren North
656,155739,-37.8241685,145.4216883,Silvan P.S Outside School Hours Care,CAT 3,Silvan
657,155739,-37.8241685,145.4216883,Silvan Primary School,CAT 3,Silvan
658,171811,-38.4990326,143.2090261,Simpson and District Kindergarten,CAT 3,Simpson
659,171811,-38.4982433,143.2079831,Simpson Primary School,CAT 3,Simpson
660,255504,-37.6763141,145.1344761,Smartie Pants Early Learning & Development,CAT 3,Diamond Creek
661,255502,-37.6408335,145.1316689,Smiling Children Early Learning Centre,CAT 3,Yarrambat
662,324247,-38.3889823,145.1463027,Somers School Camp - Somers Campus,CAT 3,Somers
663,365299,-38.1656954,146.3410964,Somers School Camp - Woorabinda Campus,CAT 2,Yallourn North
664,289168,-37.7823294,145.6086522,Songbird Early Learning Centre,CAT 3,Yarra Junction
665,296935,-38.3413545,144.7391516,Sorrento Preschool,CAT 3,Sorrento
666,424559,-38.3414427,144.7412046,Sorrento Primary School,CAT 3,Sorrento
667,424559,-38.3414427,144.7412046,Sorrento PS TheirCare,CAT 3,Sorrento
668,243047,-37.0768522,144.2085967,South Castlemaine Kindergarten,CAT 3,Castlemaine
669,243895,-37.6544839,145.0940087,South Morang Preschool Inc - Riverside,CAT 3,South Morang
670,183546,-36.7613413,144.2482234,Specimen Hill Primary School,CAT 3,Golden Square
671,411922,-36.7935281,144.2839586,Spring Gully Primary School,CAT 3,Bendigo
672,116302,-36.8211529,145.809614,St Albans Secondary College - Strathbogie Camp,CAT 3,Creek Junction
673,30577,-37.3587448,144.5299044,St Ambrose's School,CAT 3,Woodend
674,131607,-37.5996312,145.2753155,St Andrews Primary School,CAT 1,St Andrews
675,131606,-37.6021501,145.2698892,St Andrews Primary School Outside School Hours Care,CAT 1,St Andrews
676,264989,-37.7785768,145.2194931,St Anne's School,CAT 3,Park Orchards
677,264989,-37.7785768,145.2194931,St Anne's School OSHC Park Orchards,CAT 3,Park Orchards
678,412059,-36.6143316,143.2580973,St Arnaud Early Learning Centre,CAT 3,St Arnaud
679,412058,-36.6101462,143.250986,St Arnaud Secondary College,CAT 3,St Arnaud
680,6919,-38.4794001,144.0258265,St Bernard's College - Santa Monica Camp,CAT 2,Eastern View
681,109467,-37.6582046,145.5153879,"St Brigid's Outside School Hours Care, Healesville",CAT 3,Healesville
682,109467,-37.6582046,145.5153879,St Brigid's School,CAT 3,Healesville
683,239676,-36.1730513,146.9396248,St Francis of Assisi Primary School  Wodonga - St Francis of Assisi Primary School,CAT 3,Baranduda
684,425082,-36.80523,144.3584552,St Francis of the Fields School,CAT 3,Strathfieldsaye
685,447448,-37.5606505,143.9023154,St Francis Xavier School,CAT 3,Ballarat East
686,371617,-36.359929,146.6831907,St Joseph's School,CAT 3,Beechworth
687,220517,-36.1478813,146.6204237,St Joseph's School,CAT 3,Chiltern
688,322830,-38.360781,145.2026907,St Joseph's School,CAT 3,Crib Point
689,424559,-38.3399893,144.7421669,St Joseph's School,CAT 3,Sorrento
690,269962,-37.7919497,145.6161004,St Joseph's School,CAT 2,Yarra Junction
691,295057,-37.9507417,147.6711577,St Leonard's College - Camp Ibis,CAT 3,Banksia Peninsula
692,158886,-37.7874264,145.3998776,St Mary's Mt Evelyn TheirCare,CAT 3,Mount Evelyn
693,416676,-36.5712761,143.8726726,St Mary's School,CAT 3,Inglewood
694,77170,-37.2766776,144.732066,St Mary's School,CAT 3,Lancefield
695,158887,-37.7897892,145.3956041,St Mary's School,CAT 3,Mount Evelyn
696,151706,-36.5877247,145.0111143,St Mary's School,CAT 3,Rushworth
697,89239,-37.3361222,144.1546935,St Michael's School,CAT 3,Daylesford
698,183550,-36.7940268,144.2450197,St Monica's Primary YMCA Outside School Hours Care,CAT 3,Kangaroo Flat
699,183550,-36.7940268,144.2450197,St Monica's School,CAT 3,Kangaroo Flat
700,412058,-36.6148438,143.2465584,St Patrick's School,CAT 3,St Arnaud
701,463103,-37.9674453,145.262858,St Paul Apostle North & Mossgiel Park OSHC,CAT 3,Endeavour Hills
702,463103,-37.9674453,145.262858,St Paul Apostle North School,CAT 3,Endeavour Hills
703,158593,-37.8680328,145.4116157,St Paul's School,CAT 3,Monbulk
704,207613,-37.9090495,145.3520359,"St Thomas More Outside School Hours Care, Belgrave",CAT 3,Belgrave
705,207613,-37.908427,145.3526484,St Thomas More's School,CAT 3,Belgrave
706,294507,-38.19713,145.1017576,St Thomas More's School,CAT 3,Mount Eliza
707,403908,-36.8039442,144.3608238,St. Francis of the Fields Primary YMCA Outside School Hours Care,CAT 3,Strathfieldsaye
708,151799,-37.6653224,145.5133892,Steel Street Children's Centre,CAT 3,Healesville
709,229202,-34.2777181,142.0845241,Stepping Stones - Koorlong Primary OSHC,CAT 3,Koorlong
710,247555,-37.6748156,145.162668,Story House Early Learning Diamond Creek,CAT 3,Diamond Creek
711,247555,-37.6749319,145.163793,Story House Early Learning Diamond Creek II,CAT 3,Diamond Creek
712,142298,-37.547472,145.270094,Strathewen Primary School,CAT 2,Strathewen
713,403907,-36.8043077,144.3520952,Strathfieldsaye Primary School,CAT 3,Strathfieldsaye
714,403907,-36.8043077,144.3520952,Strathfieldsaye PS TheirCare,CAT 3,Strathfieldsaye
715,135684,-37.4864209,144.51677,Sunbury And Macedon Ranges Specialist School - Bullengarook Senior Campus,CAT 2,Bullengarook
716,275910,-37.8235956,147.8592803,Swan Reach & District Kindergarten,CAT 3,Swan Reach
717,291697,-37.8213116,147.8648807,Swan Reach Primary School,CAT 3,Swan Reach
718,403531,-37.2654471,147.7220844,Swifts Creek P-12 School - Flagstaff Campus,CAT 3,Swifts Creek
719,403531,-37.2658984,147.7255482,Swifts Creek P-12 School - Tambo Campus,CAT 3,Swifts Creek
720,403522,-37.1888911,147.7212628,Swifts Creek Uniting Early Learning,CAT 3,Swifts Creek
721,124183,-37.476369,144.5859076,Swinburne Avenue Children's Centre,CAT 3,Gisborne
722,424250,-37.1713534,143.7031174,Talbot Kindergarten,CAT 3,Talbot
723,424250,-37.1678294,143.7035185,Talbot Primary School,CAT 3,Talbot
724,132233,-36.0658018,147.1597898,Talgarno Primary School,CAT 3,Talgarno
725,132233,-36.0664247,147.1588021,Talgarno PS TheirCare,CAT 3,Talgarno
726,66949,-37.0968218,145.100638,Tallarook Primary School,CAT 3,Tallarook
727,66949,-37.0968218,145.100638,Tallarook Primary School Outside School Hours Care,CAT 3,Tallarook
728,275377,-37.7659706,147.8463031,Tambo Upper Primary School,CAT 3,Tambo Upper
729,284557,-37.141435,144.3510898,Taradale Primary School,CAT 3,Taradale
730,429456,-36.7709831,143.828273,Tarnagulla Primary School,CAT 3,Tarnagulla
731,429456,-36.7709831,143.828273,Tarnagulla Primary School OSHC,CAT 3,Tarnagulla
732,25153,-38.7022532,145.8668185,Tarwin Lower Primary School,CAT 3,Tarwin Lower
733,419421,-36.7106621,147.1430943,Tawonga Primary School,CAT 3,Tawonga
734,423081,-36.6915705,147.142892,Tawonga Primary School Kindergarten,CAT 3,Tawonga
735,423081,-36.6915705,147.142892,Tawonga Primary School OSHC,CAT 3,Tawonga
736,294506,-38.18799,145.100165,Team Holiday - Mt Eliza North,CAT 3,Mount Eliza
737,274006,-37.8151851,145.2062098,TeamKids - Antonio Park Primary,CAT 3,Mitcham
738,292471,-37.8269621,145.1655873,TeamKids - Blackburn Lake Primary,CAT 3,Blackburn
739,322889,-38.2991983,145.1880884,TeamKids - Hastings Primary,CAT 3,Hastings
740,322805,-38.135271,145.203857,TeamKids - Woodlands Primary,CAT 3,Langwarrin
741,208249,-37.9068865,145.3439162,Tecoma Kindergarten,CAT 3,Tecoma
742,208249,-37.907724,145.3444908,Tecoma Primary School,CAT 3,Tecoma
743,208249,-37.907724,145.3444908,Tecoma Primary School OSHC,CAT 3,Tecoma
744,342664,-35.3435564,142.4276282,Tempy Primary School,CAT 3,Tempy
745,337562,-37.8603432,145.3202795,The Basin OSHClub,CAT 3,The Basin
746,345366,-37.8499216,145.308536,The Basin Primary School,CAT 3,The Basin
747,345367,-37.8563925,145.3145206,The Basin Uniting Kindergarten,CAT 3,The Basin
748,158896,-37.873333,145.402076,The Cottage Childcare Centre,CAT 3,Monbulk
749,323888,-38.3478956,144.2999825,The Jan Juc Preschool,CAT 3,Jan Juc
750,135690,-37.4947929,144.6023124,The Learning Sanctuary Gisborne,CAT 3,Gisborne
751,270039,-37.7894103,145.235687,The Learning Sanctuary Park Orchards,CAT 3,Park Orchards
752,158898,-37.8920437,145.3936861,The Patch Kindergarten,CAT 2,The Patch
753,158898,-37.8920437,145.3936861,The Patch OSHClub,CAT 2,The Patch
754,158898,-37.8920437,145.3936861,The Patch Primary School,CAT 2,The Patch
755,275041,-38.2012782,145.0933096,The Peninsula School Kindergarten,CAT 3,Mount Eliza
756,176814,-37.9235936,141.2762394,Thrive OSHC Dartmoor,CAT 3,Dartmoor
757,452219,-37.5202422,143.8744314,Thrive OSHC Invermay,CAT 3,Invermay
758,171468,-38.4856932,142.977317,Timboon & District Kindergarten,CAT 3,Timboon
759,171131,-38.4827972,142.9680191,Timboon P-12 School,CAT 3,Timboon
760,171131,-38.4827972,142.9680191,Timboon P-12 School TheirCare,CAT 3,Timboon
761,443948,-36.984145,143.7121434,Timor Primary School,CAT 3,Timor
